ID_Producto,Nombre_Producto,Marca,Categoría,Ingrediente_Principal,Precio_USD,País_de_Origen,Año_Lanzamiento,Canal_de_Venta
PCOSM00968,Producto Maybelline 556,Revlon,Cuidado capilar,Retinol,95.1,Corea del Sur,2020,Distribuidor
PCOSM00969,Producto Estée Lauder 726,L'Oréal,Maquillaje,Colágeno,55.03,Brasil,2023,Retail
PCOSM00970,Producto NARS 165,Neutrogena,Fragancias,Vitamina C,111.89,Alemania,2018,Distribuidor
PCOSM00971,Producto Revlon 838,Maybelline,Protección solar,Niacinamida,118.38,Alemania,2021,E-commerce
PCOSM00972,Producto L'Oréal 834,Maybelline,Protección solar,Extracto de té verde,101.88,Brasil,2008,Distribuidor
PCOSM00973,Producto NARS 797,Dior,Cuidado capilar,Extracto de té verde,41.4,Corea del Sur,2016,Catálogo
PCOSM00974,Producto Lancôme 543,Revlon,Maquillaje,Niacinamida,83,Brasil,2016,Marketplace
PCOSM00975,Producto L'Oréal 567,Lancôme,Cuidado capilar,Niacinamida,43.61,Japón,2012,Marketplace
PCOSM00976,Producto L'Oréal 699,Clinique,Fragancias,Vitamina C,30.92,Corea del Sur,2012,Distribuidor
PCOSM00977,Producto MAC 461,Clinique,Protección solar,Aceite de argán,20.77,Brasil,2023,Marketplace
PCOSM00978,Producto L'Oréal 8,Estée Lauder,Cuidado capilar,Aloe vera,50.45,Estados Unidos,2019,Marketplace
PCOSM00979,Producto L'Oréal 470,Revlon,Cuidado capilar,Colágeno,33.59,Japón,2024,Distribuidor
PCOSM00980,Producto Lancôme 461,Dior,Cuidado de la piel,Aloe vera,99.47,Corea del Sur,2011,Retail
PCOSM00981,Producto Clinique 654,MAC,Fragancias,Vitamina C,25.74,Estados Unidos,2023,E-commerce
PCOSM00982,Producto Lancôme 862,Dior,Fragancias,Aloe vera,117.01,Alemania,2012,Catálogo
PCOSM00983,Producto Revlon 62,Estée Lauder,Protección solar,Niacinamida,12.49,Canadá,2014,Retail
PCOSM00984,Producto Clinique 295,Clinique,Cuidado capilar,Colágeno,58,Canadá,2015,Distribuidor
PCOSM00985,Producto L'Oréal 523,Lancôme,Protección solar,Extracto de té verde,52.84,Estados Unidos,2012,E-commerce
PCOSM00986,Producto NARS 827,L'Oréal,Fragancias,Vitamina C,77.72,Corea del Sur,2019,Catálogo
PCOSM00987,Producto Dior 912,L'Oréal,Fragancias,Aloe vera,119.95,Brasil,2020,Marketplace
PCOSM00988,Producto Maybelline 30,NARS,Maquillaje,Niacinamida,70.16,Francia,2010,Retail
PCOSM00989,Producto MAC 737,Maybelline,Maquillaje,Ácido hialurónico,37.9,Corea del Sur,2024,Marketplace
PCOSM00990,Producto Lancôme 337,L'Oréal,Cuidado de la piel,Vitamina C,69.41,Alemania,2013,Catálogo
PCOSM00991,Producto Estée Lauder 637,Dior,Maquillaje,Extracto de té verde,71.79,Corea del Sur,2012,Distribuidor
PCOSM00992,Producto Maybelline 233,Revlon,Maquillaje,Extracto de té verde,54.74,Corea del Sur,2012,Distribuidor
PCOSM00993,Producto Estée Lauder 442,Estée Lauder,Maquillaje,Niacinamida,25.45,Canadá,2007,Catálogo
PCOSM00994,Producto Neutrogena 164,Neutrogena,Cuidado de la piel,Retinol,36.23,Estados Unidos,2019,Marketplace
PCOSM00995,Producto L'Oréal 900,Lancôme,Maquillaje,Extracto de té verde,97.19,Alemania,2018,E-commerce
PCOSM00996,Producto Revlon 51,Estée Lauder,Fragancias,Aceite de argán,60.06,Francia,2019,Distribuidor
PCOSM00997,Producto Estée Lauder 793,Neutrogena,Fragancias,Aloe vera,22.3,Estados Unidos,2024,Marketplace
PCOSM00998,Producto Estée Lauder 90,Lancôme,Cuidado capilar,Aloe vera,72.7,Colombia,2007,Distribuidor
PCOSM00999,Producto Neutrogena 924,Lancôme,Cuidado de la piel,Aceite de argán,106.58,Brasil,2018,Catálogo
PCOSM01000,Producto Maybelline 797,Lancôme,Cuidado capilar,Retinol,108.57,Alemania,2022,E-commerce
PCOSM01001,Producto Maybelline 824,Neutrogena,Cuidado de la piel,Aloe vera,8.21,Brasil,2008,Retail
PCOSM01002,Producto Neutrogena 869,Lancôme,Fragancias,Retinol,108.46,Corea del Sur,2017,Retail
PCOSM01003,Producto Clinique 929,Clinique,Cuidado capilar,Aceite de argán,72.42,Colombia,2011,Distribuidor
PCOSM01004,Producto Estée Lauder 12,MAC,Fragancias,Extracto de té verde,81.79,Estados Unidos,2013,Catálogo
PCOSM01005,Producto MAC 412,Estée Lauder,Cuidado de la piel,Extracto de té verde,85.4,Alemania,2017,E-commerce
PCOSM01006,Producto Revlon 810,L'Oréal,Fragancias,Colágeno,113.27,Alemania,2013,E-commerce
PCOSM01007,Producto Neutrogena 446,L'Oréal,Maquillaje,Aceite de argán,67.44,Corea del Sur,2010,Retail
PCOSM01008,Producto Clinique 882,MAC,Fragancias,Ácido hialurónico,69.5,Colombia,2020,Retail
PCOSM01009,Producto Clinique 501,Estée Lauder,Cuidado de la piel,Aceite de argán,10.16,Alemania,2012,Catálogo
PCOSM01010,Producto Neutrogena 312,Estée Lauder,Maquillaje,Aloe vera,108.2,Brasil,2010,Distribuidor
PCOSM01011,Producto Revlon 880,Neutrogena,Fragancias,Colágeno,97.01,Colombia,2012,Distribuidor
PCOSM01012,Producto L'Oréal 307,NARS,Maquillaje,Extracto de té verde,22.92,Canadá,2016,Retail
PCOSM01013,Producto Maybelline 312,Dior,Cuidado capilar,Aloe vera,78.28,Francia,2015,Retail
PCOSM01014,Producto Lancôme 984,Maybelline,Protección solar,Aceite de argán,44.97,Brasil,2024,Catálogo
PCOSM01015,Producto Clinique 362,Revlon,Cuidado capilar,Aloe vera,104.46,Corea del Sur,2016,Retail
PCOSM01016,Producto Estée Lauder 684,Clinique,Cuidado capilar,Ácido hialurónico,115.35,Francia,2007,Marketplace
PCOSM01017,Producto L'Oréal 421,Clinique,Cuidado de la piel,Colágeno,88.77,Francia,2013,Catálogo
PCOSM01018,Producto Dior 291,NARS,Cuidado de la piel,Aloe vera,49.13,Corea del Sur,2012,Catálogo
PCOSM01019,Producto MAC 932,Clinique,Maquillaje,Aloe vera,72.39,Canadá,2021,E-commerce
PCOSM01020,Producto Dior 2,Maybelline,Cuidado capilar,Ácido hialurónico,109.78,Corea del Sur,2013,Retail
PCOSM01021,Producto Estée Lauder 305,MAC,Cuidado de la piel,Retinol,39.33,Alemania,2006,Catálogo
PCOSM01022,Producto Clinique 985,MAC,Cuidado capilar,Colágeno,57.79,Canadá,2006,Marketplace
PCOSM01023,Producto NARS 50,Dior,Cuidado capilar,Retinol,60.96,Brasil,2008,E-commerce
PCOSM01024,Producto L'Oréal 361,Neutrogena,Protección solar,Aceite de argán,94.03,Brasil,2011,Marketplace
PCOSM01025,Producto Revlon 10,Maybelline,Cuidado de la piel,Extracto de té verde,56.73,Alemania,2014,E-commerce
PCOSM01026,Producto L'Oréal 183,Estée Lauder,Fragancias,Vitamina C,30.57,Colombia,2007,E-commerce
PCOSM01027,Producto Dior 305,Clinique,Protección solar,Ácido hialurónico,95.01,Colombia,2021,Marketplace
PCOSM01028,Producto Estée Lauder 44,NARS,Cuidado de la piel,Ácido hialurónico,71.93,Alemania,2017,Marketplace
PCOSM01029,Producto Maybelline 935,L'Oréal,Fragancias,Colágeno,74.72,Estados Unidos,2008,Distribuidor
PCOSM01030,Producto MAC 732,Clinique,Fragancias,Niacinamida,70.99,Estados Unidos,2009,E-commerce
PCOSM01031,Producto MAC 503,NARS,Protección solar,Vitamina C,7.22,Brasil,2007,Catálogo
PCOSM01032,Producto Revlon 391,L'Oréal,Cuidado capilar,Colágeno,102.31,Estados Unidos,2006,Distribuidor
PCOSM01033,Producto Maybelline 740,Estée Lauder,Protección solar,Vitamina C,84.82,Corea del Sur,2012,E-commerce
PCOSM01034,Producto Neutrogena 269,MAC,Protección solar,Colágeno,22.69,Colombia,2017,Retail
PCOSM01035,Producto Estée Lauder 729,Lancôme,Maquillaje,Aceite de argán,16.33,Colombia,2010,Marketplace
PCOSM01036,Producto L'Oréal 374,Clinique,Cuidado capilar,Aceite de argán,79.24,Brasil,2008,Marketplace
PCOSM01037,Producto NARS 99,Estée Lauder,Maquillaje,Niacinamida,44.67,Alemania,2019,Retail
PCOSM01038,Producto Clinique 913,Dior,Fragancias,Ácido hialurónico,69.81,Brasil,2016,Marketplace
PCOSM01039,Producto Clinique 495,Dior,Cuidado de la piel,Retinol,11.83,Colombia,2023,Catálogo
PCOSM01040,Producto Neutrogena 891,Clinique,Fragancias,Aceite de argán,65.13,Brasil,2023,Marketplace
PCOSM01041,Producto Lancôme 275,Clinique,Protección solar,Niacinamida,36,Alemania,2010,Distribuidor
PCOSM01042,Producto L'Oréal 273,Lancôme,Fragancias,Colágeno,23.74,Estados Unidos,2011,Distribuidor
PCOSM01043,Producto Revlon 570,Revlon,Fragancias,Colágeno,29.32,Colombia,2008,E-commerce
PCOSM01044,Producto NARS 913,Dior,Maquillaje,Colágeno,37.33,Canadá,2009,Marketplace
PCOSM01045,Producto Revlon 770,Clinique,Cuidado capilar,Vitamina C,39.72,Francia,2021,Distribuidor
PCOSM01046,Producto MAC 46,Estée Lauder,Cuidado de la piel,Retinol,40.55,Colombia,2018,Marketplace
PCOSM01047,Producto Estée Lauder 244,Dior,Maquillaje,Ácido hialurónico,56.72,Corea del Sur,2014,Distribuidor
PCOSM01048,Producto MAC 503,Neutrogena,Cuidado de la piel,Ácido hialurónico,97.35,Colombia,2021,Distribuidor
PCOSM01049,Producto Estée Lauder 186,Lancôme,Cuidado capilar,Retinol,67.74,Francia,2008,Retail
PCOSM01050,Producto NARS 783,Neutrogena,Cuidado capilar,Extracto de té verde,31.61,Canadá,2022,Retail
PCOSM01051,Producto L'Oréal 748,Revlon,Fragancias,Vitamina C,112.51,Alemania,2011,Catálogo
PCOSM01052,Producto Lancôme 663,L'Oréal,Maquillaje,Aloe vera,102.82,Japón,2005,E-commerce
PCOSM01053,Producto Maybelline 637,Revlon,Cuidado capilar,Vitamina C,29.77,Corea del Sur,2023,Catálogo
PCOSM01054,Producto Maybelline 578,Lancôme,Maquillaje,Niacinamida,67.51,Francia,2024,Marketplace
PCOSM01055,Producto Maybelline 796,L'Oréal,Fragancias,Vitamina C,72.72,Japón,2020,Marketplace
PCOSM01056,Producto Dior 349,Maybelline,Maquillaje,Retinol,89.14,Francia,2018,Catálogo
PCOSM01057,Producto Neutrogena 483,Neutrogena,Maquillaje,Ácido hialurónico,46.95,Estados Unidos,2023,Catálogo
PCOSM01058,Producto Clinique 678,Neutrogena,Cuidado capilar,Vitamina C,77.94,Canadá,2016,Retail
PCOSM01059,Producto Clinique 470,Maybelline,Fragancias,Vitamina C,77.62,Japón,2021,Marketplace
PCOSM01060,Producto Neutrogena 358,Dior,Cuidado capilar,Ácido hialurónico,84.1,Corea del Sur,2013,Catálogo
PCOSM01061,Producto Revlon 577,Estée Lauder,Fragancias,Retinol,40.44,Alemania,2011,Distribuidor
PCOSM01062,Producto Clinique 50,Lancôme,Maquillaje,Aceite de argán,62.43,Canadá,2023,E-commerce
PCOSM01063,Producto Estée Lauder 606,Lancôme,Cuidado de la piel,Aloe vera,116.38,Estados Unidos,2010,Catálogo
PCOSM01064,Producto Maybelline 553,Lancôme,Fragancias,Colágeno,47.01,Colombia,2009,Retail
PCOSM01065,Producto Dior 659,Lancôme,Fragancias,Aloe vera,41.71,Francia,2015,E-commerce
PCOSM01066,Producto Maybelline 898,Lancôme,Protección solar,Aceite de argán,101.72,Canadá,2015,Catálogo
PCOSM01067,Producto Lancôme 350,Clinique,Cuidado de la piel,Aceite de argán,61.76,Colombia,2008,Marketplace
PCOSM01068,Producto Estée Lauder 684,MAC,Fragancias,Retinol,98.99,Corea del Sur,2013,Marketplace
PCOSM01069,Producto NARS 218,Revlon,Maquillaje,Aceite de argán,7.51,Japón,2022,Distribuidor
PCOSM01070,Producto NARS 725,NARS,Cuidado capilar,Aceite de argán,51.47,Francia,2022,Catálogo
PCOSM01071,Producto Estée Lauder 956,Estée Lauder,Protección solar,Retinol,56.34,Brasil,2007,E-commerce
PCOSM01072,Producto Dior 447,MAC,Maquillaje,Extracto de té verde,87.47,Estados Unidos,2020,Catálogo
PCOSM01073,Producto L'Oréal 503,Maybelline,Fragancias,Aceite de argán,12.68,Corea del Sur,2011,Retail
PCOSM01074,Producto L'Oréal 152,MAC,Fragancias,Niacinamida,74.59,Estados Unidos,2013,E-commerce
PCOSM01075,Producto Neutrogena 222,Dior,Fragancias,Ácido hialurónico,95.13,Brasil,2024,Distribuidor
PCOSM01076,Producto Revlon 732,Dior,Cuidado capilar,Aceite de argán,90.49,Estados Unidos,2022,E-commerce
PCOSM01077,Producto Lancôme 438,Estée Lauder,Cuidado capilar,Aceite de argán,116.42,Francia,2011,Marketplace
PCOSM01078,Producto Revlon 739,MAC,Fragancias,Aloe vera,99.15,Brasil,2010,Distribuidor
PCOSM01079,Producto Estée Lauder 812,Neutrogena,Fragancias,Ácido hialurónico,15.58,Colombia,2016,E-commerce
PCOSM01080,Producto Revlon 81,Neutrogena,Fragancias,Niacinamida,103.28,Corea del Sur,2020,Catálogo
PCOSM01081,Producto Lancôme 578,Neutrogena,Protección solar,Ácido hialurónico,19.78,Francia,2008,E-commerce
PCOSM01082,Producto Neutrogena 808,NARS,Cuidado de la piel,Colágeno,23.54,Canadá,2006,Catálogo
PCOSM01083,Producto NARS 974,Dior,Maquillaje,Colágeno,96.24,Estados Unidos,2019,E-commerce
PCOSM01084,Producto MAC 298,Lancôme,Cuidado capilar,Extracto de té verde,39.21,Alemania,2023,Distribuidor
PCOSM01085,Producto Neutrogena 864,L'Oréal,Cuidado de la piel,Colágeno,102.61,Japón,2020,E-commerce
PCOSM01086,Producto MAC 770,L'Oréal,Cuidado capilar,Colágeno,90.46,Corea del Sur,2007,Catálogo
PCOSM01087,Producto NARS 301,Dior,Protección solar,Extracto de té verde,34.19,Francia,2021,Distribuidor
PCOSM01088,Producto Dior 765,Clinique,Fragancias,Aloe vera,67.12,Canadá,2021,Catálogo
PCOSM01089,Producto MAC 665,Neutrogena,Fragancias,Aceite de argán,63.77,Corea del Sur,2024,E-commerce
PCOSM01090,Producto L'Oréal 749,Maybelline,Cuidado de la piel,Colágeno,89.06,Colombia,2006,Distribuidor
PCOSM01091,Producto Estée Lauder 225,Dior,Maquillaje,Ácido hialurónico,114.95,Alemania,2024,Catálogo
PCOSM01092,Producto Maybelline 652,Estée Lauder,Fragancias,Extracto de té verde,35.02,Corea del Sur,2005,Distribuidor
PCOSM01093,Producto MAC 196,Maybelline,Fragancias,Vitamina C,90.78,Japón,2013,Catálogo
PCOSM01094,Producto Lancôme 563,MAC,Fragancias,Aloe vera,74.53,Colombia,2012,Catálogo
PCOSM01095,Producto Dior 527,L'Oréal,Maquillaje,Colágeno,101.63,Canadá,2017,Retail
PCOSM01096,Producto Maybelline 550,MAC,Maquillaje,Aceite de argán,68.79,Japón,2012,E-commerce
PCOSM01097,Producto Neutrogena 881,L'Oréal,Cuidado capilar,Aceite de argán,39.32,Japón,2015,E-commerce
PCOSM01098,Producto MAC 571,L'Oréal,Protección solar,Ácido hialurónico,69.38,Brasil,2008,Marketplace
PCOSM01099,Producto L'Oréal 459,Maybelline,Maquillaje,Colágeno,35.64,Colombia,2008,Catálogo
PCOSM01100,Producto Neutrogena 417,Maybelline,Protección solar,Aloe vera,110.4,Estados Unidos,2012,E-commerce
PCOSM01101,Producto MAC 73,Revlon,Protección solar,Aloe vera,115.5,Canadá,2006,Retail
PCOSM01102,Producto Revlon 262,NARS,Cuidado capilar,Aceite de argán,7.97,Japón,2020,E-commerce
PCOSM01103,Producto Estée Lauder 98,MAC,Protección solar,Retinol,115.37,Francia,2006,Retail
PCOSM01104,Producto Revlon 673,Neutrogena,Fragancias,Aceite de argán,11.97,Canadá,2016,E-commerce
PCOSM01105,Producto Maybelline 212,Lancôme,Maquillaje,Niacinamida,88.84,Brasil,2016,Distribuidor
PCOSM01106,Producto Lancôme 402,Clinique,Protección solar,Extracto de té verde,41.05,Corea del Sur,2005,Marketplace
PCOSM01107,Producto Lancôme 340,Clinique,Cuidado de la piel,Aceite de argán,44.46,Brasil,2014,Catálogo
PCOSM01108,Producto NARS 654,Neutrogena,Cuidado capilar,Ácido hialurónico,95.73,Corea del Sur,2013,Retail
PCOSM01109,Producto NARS 265,MAC,Fragancias,Retinol,29.68,Brasil,2017,Distribuidor
PCOSM01110,Producto Lancôme 146,NARS,Protección solar,Colágeno,14.47,Francia,2012,Catálogo
PCOSM01111,Producto MAC 799,Neutrogena,Maquillaje,Ácido hialurónico,41.14,Alemania,2006,Retail
PCOSM01112,Producto Estée Lauder 345,L'Oréal,Protección solar,Aloe vera,107.4,Canadá,2005,E-commerce
PCOSM01113,Producto Clinique 758,MAC,Maquillaje,Niacinamida,40.2,Alemania,2015,Marketplace
PCOSM01114,Producto MAC 626,Clinique,Fragancias,Aceite de argán,110.69,Brasil,2010,Distribuidor
PCOSM01115,Producto MAC 153,NARS,Cuidado capilar,Retinol,10.98,Canadá,2014,Distribuidor
PCOSM01116,Producto NARS 536,MAC,Cuidado capilar,Ácido hialurónico,60.68,Brasil,2017,Retail
PCOSM01117,Producto NARS 330,Neutrogena,Cuidado de la piel,Extracto de té verde,91.75,Corea del Sur,2016,Retail
PCOSM01118,Producto Maybelline 789,Neutrogena,Cuidado capilar,Retinol,113.85,Canadá,2013,Distribuidor
PCOSM01119,Producto L'Oréal 217,Revlon,Cuidado de la piel,Retinol,40.66,Alemania,2008,Retail
PCOSM01120,Producto Clinique 205,Estée Lauder,Cuidado de la piel,Ácido hialurónico,12.95,Estados Unidos,2010,Catálogo
PCOSM01121,Producto MAC 429,L'Oréal,Fragancias,Ácido hialurónico,12.37,Alemania,2021,E-commerce
PCOSM01122,Producto Revlon 287,NARS,Maquillaje,Retinol,101.65,Alemania,2010,Marketplace
PCOSM01123,Producto Lancôme 142,Neutrogena,Protección solar,Ácido hialurónico,16.56,Corea del Sur,2017,Marketplace
PCOSM01124,Producto Estée Lauder 581,L'Oréal,Maquillaje,Ácido hialurónico,16.55,Japón,2012,Catálogo
PCOSM01125,Producto Neutrogena 242,MAC,Protección solar,Colágeno,91.81,Colombia,2016,E-commerce
PCOSM01126,Producto L'Oréal 147,Revlon,Maquillaje,Aceite de argán,33.67,Colombia,2016,Catálogo
PCOSM01127,Producto Revlon 571,Neutrogena,Protección solar,Extracto de té verde,58.68,Canadá,2024,Distribuidor
PCOSM01128,Producto Lancôme 683,Dior,Cuidado capilar,Ácido hialurónico,45.8,Estados Unidos,2006,E-commerce
PCOSM01129,Producto Maybelline 381,Lancôme,Cuidado capilar,Extracto de té verde,50.59,Estados Unidos,2016,E-commerce
PCOSM01130,Producto Lancôme 753,Lancôme,Fragancias,Extracto de té verde,73.6,Francia,2015,Catálogo
PCOSM01131,Producto MAC 751,Clinique,Cuidado de la piel,Vitamina C,46.56,Colombia,2019,Distribuidor
PCOSM01132,Producto Dior 454,Estée Lauder,Maquillaje,Aloe vera,14.37,Alemania,2007,Catálogo
PCOSM01133,Producto Dior 715,MAC,Protección solar,Retinol,110.23,Alemania,2009,Catálogo
PCOSM01134,Producto L'Oréal 238,Maybelline,Cuidado de la piel,Niacinamida,103.95,Alemania,2020,Marketplace
PCOSM01135,Producto Maybelline 485,NARS,Cuidado capilar,Extracto de té verde,92.17,Alemania,2018,Retail
PCOSM01136,Producto Clinique 890,Maybelline,Cuidado capilar,Retinol,119.52,Canadá,2007,Distribuidor
PCOSM01137,Producto Neutrogena 616,Maybelline,Protección solar,Ácido hialurónico,50.17,Brasil,2015,Marketplace
PCOSM01138,Producto Revlon 942,Clinique,Cuidado de la piel,Ácido hialurónico,63.33,Brasil,2016,Catálogo
PCOSM01139,Producto L'Oréal 687,Revlon,Cuidado de la piel,Vitamina C,85.35,Canadá,2008,E-commerce
PCOSM01140,Producto Dior 426,Lancôme,Protección solar,Aceite de argán,102.99,Canadá,2008,Distribuidor
PCOSM01141,Producto NARS 546,MAC,Fragancias,Niacinamida,63.02,Brasil,2007,Distribuidor
PCOSM01142,Producto Clinique 299,Estée Lauder,Maquillaje,Ácido hialurónico,31.93,Canadá,2022,Marketplace
PCOSM01143,Producto MAC 224,Revlon,Cuidado de la piel,Vitamina C,74.57,Alemania,2010,Distribuidor
PCOSM01144,Producto MAC 319,Revlon,Cuidado de la piel,Colágeno,95.13,Colombia,2010,E-commerce
PCOSM01145,Producto Lancôme 48,Dior,Maquillaje,Aloe vera,90.19,Colombia,2023,Catálogo
PCOSM01146,Producto MAC 496,Maybelline,Fragancias,Vitamina C,48.73,Estados Unidos,2011,Marketplace
PCOSM01147,Producto Lancôme 878,Clinique,Protección solar,Niacinamida,21.26,Corea del Sur,2017,E-commerce
PCOSM01148,Producto NARS 506,Lancôme,Cuidado de la piel,Niacinamida,24.61,Alemania,2017,Marketplace
PCOSM01149,Producto Neutrogena 555,Dior,Fragancias,Colágeno,69.88,Corea del Sur,2010,Catálogo
PCOSM01150,Producto Lancôme 774,MAC,Cuidado capilar,Ácido hialurónico,48.25,Corea del Sur,2017,Marketplace
PCOSM01151,Producto Maybelline 902,NARS,Maquillaje,Extracto de té verde,13.79,Colombia,2013,Catálogo
PCOSM01152,Producto Estée Lauder 181,Estée Lauder,Maquillaje,Ácido hialurónico,116.66,Canadá,2017,Catálogo
PCOSM01153,Producto Maybelline 781,Estée Lauder,Cuidado de la piel,Niacinamida,14.61,Japón,2007,Catálogo
PCOSM01154,Producto Dior 3,Dior,Cuidado capilar,Niacinamida,14.21,Corea del Sur,2005,Distribuidor
PCOSM01155,Producto Dior 948,Maybelline,Maquillaje,Aceite de argán,48.04,Canadá,2024,E-commerce
PCOSM01156,Producto Lancôme 614,Revlon,Cuidado capilar,Retinol,85.64,Estados Unidos,2008,Marketplace
PCOSM01157,Producto Neutrogena 464,L'Oréal,Cuidado de la piel,Aloe vera,53.32,Colombia,2021,Retail
PCOSM01158,Producto Neutrogena 620,Clinique,Cuidado de la piel,Vitamina C,29.51,Japón,2015,Marketplace
PCOSM01159,Producto Revlon 634,Estée Lauder,Maquillaje,Ácido hialurónico,108.33,Corea del Sur,2021,Retail
PCOSM01160,Producto NARS 527,NARS,Fragancias,Ácido hialurónico,28.11,Alemania,2010,Marketplace
PCOSM01161,Producto NARS 667,Maybelline,Protección solar,Niacinamida,34.16,Francia,2021,E-commerce
PCOSM01162,Producto Neutrogena 804,L'Oréal,Fragancias,Aceite de argán,96.92,Colombia,2019,Distribuidor
PCOSM01163,Producto Revlon 667,Lancôme,Maquillaje,Colágeno,87.45,Colombia,2022,Retail
PCOSM01164,Producto NARS 20,NARS,Maquillaje,Aloe vera,99.93,Colombia,2023,Retail
PCOSM01165,Producto Estée Lauder 788,Maybelline,Protección solar,Aceite de argán,68.45,Alemania,2024,Marketplace
PCOSM01166,Producto NARS 674,MAC,Protección solar,Extracto de té verde,48.7,Alemania,2018,Catálogo
PCOSM01167,Producto NARS 252,NARS,Cuidado capilar,Vitamina C,106.2,Francia,2008,E-commerce
PCOSM01168,Producto Dior 396,Maybelline,Fragancias,Extracto de té verde,97.05,Colombia,2014,Distribuidor
PCOSM01169,Producto Lancôme 539,Estée Lauder,Cuidado capilar,Ácido hialurónico,5.93,Francia,2011,Catálogo
PCOSM01170,Producto Clinique 200,L'Oréal,Fragancias,Niacinamida,37.76,Japón,2016,E-commerce
PCOSM01171,Producto NARS 828,NARS,Maquillaje,Retinol,37.56,Francia,2009,Retail
PCOSM01172,Producto Clinique 134,Revlon,Protección solar,Aloe vera,83.43,Canadá,2022,E-commerce
PCOSM01173,Producto Neutrogena 976,L'Oréal,Fragancias,Ácido hialurónico,92.53,Brasil,2021,Retail
PCOSM01174,Producto NARS 159,Estée Lauder,Fragancias,Aloe vera,33.44,Estados Unidos,2022,Retail
PCOSM01175,Producto Clinique 613,Dior,Fragancias,Ácido hialurónico,40.97,Japón,2008,E-commerce
PCOSM01176,Producto Neutrogena 654,Maybelline,Fragancias,Aceite de argán,84.05,Alemania,2022,E-commerce
PCOSM01177,Producto NARS 375,Revlon,Cuidado capilar,Extracto de té verde,54.38,Canadá,2021,Retail
PCOSM01178,Producto Revlon 799,MAC,Protección solar,Ácido hialurónico,47.34,Japón,2011,Marketplace
PCOSM01179,Producto Revlon 870,NARS,Protección solar,Aceite de argán,97.69,Francia,2010,Marketplace
PCOSM01180,Producto Maybelline 807,L'Oréal,Protección solar,Vitamina C,96.93,Estados Unidos,2019,Catálogo
PCOSM01181,Producto NARS 725,L'Oréal,Cuidado de la piel,Extracto de té verde,118.28,Francia,2005,E-commerce
PCOSM01182,Producto Lancôme 528,NARS,Protección solar,Ácido hialurónico,38.58,Corea del Sur,2022,Catálogo
PCOSM01183,Producto MAC 338,Dior,Cuidado de la piel,Niacinamida,53.83,Brasil,2011,Distribuidor
PCOSM01184,Producto Lancôme 344,Lancôme,Maquillaje,Ácido hialurónico,24.09,Brasil,2015,Distribuidor
PCOSM01185,Producto NARS 933,Neutrogena,Protección solar,Extracto de té verde,114.94,Colombia,2010,Marketplace
PCOSM01186,Producto MAC 861,Neutrogena,Maquillaje,Aceite de argán,97.72,Brasil,2020,Distribuidor
PCOSM01187,Producto Estée Lauder 999,Revlon,Cuidado de la piel,Vitamina C,99.78,Japón,2007,Marketplace
PCOSM01188,Producto Revlon 976,Clinique,Protección solar,Extracto de té verde,47.13,Alemania,2014,Retail
PCOSM01189,Producto L'Oréal 485,Neutrogena,Cuidado de la piel,Retinol,22.12,Corea del Sur,2014,Retail
PCOSM01190,Producto Maybelline 483,MAC,Cuidado de la piel,Aloe vera,78.91,Alemania,2008,Catálogo
PCOSM01191,Producto Maybelline 86,Neutrogena,Maquillaje,Ácido hialurónico,115.36,Alemania,2023,Marketplace
PCOSM01192,Producto Revlon 868,Estée Lauder,Protección solar,Extracto de té verde,115.28,Brasil,2015,Marketplace
PCOSM01193,Producto Revlon 66,Maybelline,Fragancias,Extracto de té verde,45.76,Canadá,2005,Retail
PCOSM01194,Producto Neutrogena 729,Neutrogena,Fragancias,Vitamina C,58.18,Brasil,2017,Distribuidor
PCOSM01195,Producto Neutrogena 572,Neutrogena,Fragancias,Ácido hialurónico,36.35,Corea del Sur,2005,Retail
PCOSM01196,Producto Maybelline 953,Lancôme,Cuidado de la piel,Colágeno,49.14,Corea del Sur,2011,Catálogo
PCOSM01197,Producto Revlon 653,Estée Lauder,Protección solar,Aceite de argán,73.39,Canadá,2006,Marketplace
PCOSM01198,Producto Estée Lauder 270,Clinique,Cuidado capilar,Extracto de té verde,94.6,Corea del Sur,2008,Distribuidor
PCOSM01199,Producto NARS 876,L'Oréal,Cuidado de la piel,Extracto de té verde,23.65,Brasil,2022,E-commerce
PCOSM01200,Producto Estée Lauder 137,Estée Lauder,Protección solar,Colágeno,103.93,Brasil,2005,Catálogo
